T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.05.01_00:00:00_TAI,11117,5.752933e+22,3567.463,59381300000000.0,4.633,1526.925781,7.09639e+23,6578.058,Invalid KeyLink,37722880000000.0,36.463,76.504,81.949,-0.0847652,Invalid KeyLink,19.045,0.02559283,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_00:12:00_TAI,11117,5.765486e+22,3586.218,59722640000000.0,4.64,1532.187622,7.172512e+23,6614.583,Invalid KeyLink,37428740000000.0,36.533,76.136,81.406,-0.05176115,Invalid KeyLink,19.121,0.02670068,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_00:24:00_TAI,11117,5.717907e+22,3556.395,59100600000000.0,4.617,1536.693237,7.166286e+23,6655.878,Invalid KeyLink,40097780000000.0,36.887,76.212,81.829,-0.04585017,Invalid KeyLink,19.252,0.02769087,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_00:36:00_TAI,11117,5.681599e+22,3547.296,58961190000000.0,4.617,1538.380005,7.246369e+23,6761.951,Invalid KeyLink,38183710000000.0,37.042,76.339,81.707,-0.08178251,Invalid KeyLink,19.709,0.0281404,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_00:48:00_TAI,11117,5.71573e+22,3560.785,59734890000000.0,4.574,1517.840088,7.233969e+23,6694.874,Invalid KeyLink,38049120000000.0,36.808,76.347,82.458,-0.06713563,Invalid KeyLink,19.347,0.02797038,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_01:00:00_TAI,11117,5.739558e+22,3587.55,60039160000000.0,4.583,1510.439575,7.155837e+23,6608.27,Invalid KeyLink,37510350000000.0,36.55,76.417,82.096,-0.07162389,Invalid KeyLink,18.949,0.02796734,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_01:12:00_TAI,11117,5.740431e+22,3620.626,59837620000000.0,4.558,1509.621216,7.05787e+23,6547.592,Invalid KeyLink,39473190000000.0,36.395,76.218,81.523,-0.09798741,Invalid KeyLink,18.76,0.02894826,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_01:24:00_TAI,11117,5.778111e+22,3681.887,60247190000000.0,4.545,1494.672974,7.035401e+23,6514.307,Invalid KeyLink,42290230000000.0,36.146,76.173,81.884,-0.10664401,Invalid KeyLink,18.283,0.02904255,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_01:36:00_TAI,11117,5.767665e+22,3651.808,60220200000000.0,4.57,1495.870972,7.014849e+23,6505.676,Invalid KeyLink,38206530000000.0,36.064,76.433,82.058,-0.1181355,Invalid KeyLink,17.823,0.02778577,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.05.01_01:48:00_TAI,11117,5.783915e+22,3612.801,59751560000000.0,4.543,1502.039917,6.958e+23,6449.696,Invalid KeyLink,38142070000000.0,35.958,76.461,82.246,-0.04401712,Invalid KeyLink,17.98,0.0274194,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
