T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.06.10_00:12:00_TAI,13317,9.178843e+20,28.836,542916300000.0,0.0,23.116676,1.366925e+21,810.4539,Invalid KeyLink,550492800000.0,17.447,73.551,74.446,-0.42707801,Invalid KeyLink,0.0,0.02009952,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:24:00_TAI,13317,8.737032e+20,26.918,494544100000.0,0.0,24.48193,1.287475e+21,818.1025,Invalid KeyLink,446359000000.0,17.161,73.324,74.545,-0.34147644,Invalid KeyLink,0.0,0.01693792,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:36:00_TAI,13317,8.84964e+20,28.559,526876000000.0,0.0,22.805159,1.279349e+21,794.829,Invalid KeyLink,566834800000.0,17.395,71.647,72.943,-0.39038214,Invalid KeyLink,0.0,0.02126323,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:48:00_TAI,13317,8.60045e+20,26.671,492201000000.0,0.0,24.315811,1.234793e+21,795.366,Invalid KeyLink,584043600000.0,17.114,72.414,73.887,-0.53005344,Invalid KeyLink,0.0,0.02140958,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:00:00_TAI,13317,8.902775e+20,28.868,529032200000.0,0.0,23.126514,1.247505e+21,773.1315,Invalid KeyLink,660510500000.0,17.18,72.468,73.602,-0.46000063,Invalid KeyLink,0.0,0.02241454,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:12:00_TAI,13317,8.317581e+20,26.809,489836400000.0,0.0,23.072798,1.159032e+21,780.6221,Invalid KeyLink,515525900000.0,16.989,73.31,74.573,-0.54665375,Invalid KeyLink,0.0,0.01922286,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:36:00_TAI,13317,8.489201e+20,24.859,468009000000.0,0.0,22.535093,1.190436e+21,767.4509,Invalid KeyLink,404484700000.0,17.587,73.09,74.158,-0.3661902,Invalid KeyLink,0.0,0.01414803,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:00:00_TAI,13320,1.812987e+21,110.804,2201400000000.0,0.0,173.374344,6.828872e+21,1965.616,Invalid KeyLink,893459400000.0,26.212,116.148,117.722,0.6302129,Invalid KeyLink,1.147,0.01403538,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:12:00_TAI,13320,1.715348e+21,99.957,1961246000000.0,0.0,171.85907,6.349091e+21,1944.198,Invalid KeyLink,823602400000.0,26.246,112.632,114.469,0.6180141,Invalid KeyLink,1.139,0.01917013,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:24:00_TAI,13320,1.764163e+21,102.467,2015456000000.0,0.0,166.046448,6.437193e+21,1932.664,Invalid KeyLink,937670900000.0,25.881,115.216,116.792,0.68984389,Invalid KeyLink,1.276,0.01654438,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:36:00_TAI,13320,1.748812e+21,101.82,1997087000000.0,0.0,164.03035,6.449313e+21,1955.011,Invalid KeyLink,919995600000.0,25.938,116.039,117.558,0.68336183,Invalid KeyLink,1.288,0.01641762,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_00:48:00_TAI,13320,1.774774e+21,102.251,2010974000000.0,0.0,159.987198,6.582881e+21,1958.444,Invalid KeyLink,1104197000000.0,25.825,115.296,116.412,0.80493218,Invalid KeyLink,1.304,0.01827159,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:00:00_TAI,13320,1.834468e+21,106.132,2110639000000.0,0.0,160.635727,6.831154e+21,1946.922,Invalid KeyLink,1188489000000.0,25.821,114.763,115.869,0.82995671,Invalid KeyLink,1.325,0.01786043,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:12:00_TAI,13320,1.808212e+21,101.283,1995428000000.0,0.0,162.018066,6.698608e+21,1950.488,Invalid KeyLink,804914500000.0,26.032,113.992,115.182,0.57425201,Invalid KeyLink,0.967,0.01586051,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:24:00_TAI,13320,1.814357e+21,101.488,2013256000000.0,0.0,161.826141,6.727392e+21,1946.824,Invalid KeyLink,844925100000.0,25.893,113.947,114.963,0.59907347,Invalid KeyLink,1.115,0.01377466,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:36:00_TAI,13320,1.814024e+21,98.495,1960641000000.0,0.0,162.910782,6.751572e+21,1936.703,Invalid KeyLink,463627400000.0,26.175,113.449,114.469,0.32583445,Invalid KeyLink,1.448,0.01371529,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_01:48:00_TAI,13320,1.829043e+21,103.127,2048478000000.0,0.0,159.588791,6.830023e+21,1948.075,Invalid KeyLink,818037800000.0,26.12,112.51,113.031,0.57162941,Invalid KeyLink,1.061,0.01496275,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_02:00:00_TAI,13320,1.822943e+21,98.052,1961362000000.0,0.0,157.774628,6.656842e+21,1899.399,Invalid KeyLink,882873000000.0,26.123,111.068,112.105,0.61715156,Invalid KeyLink,0.947,0.01357234,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_02:12:00_TAI,13320,1.807052e+21,95.631,1906679000000.0,0.0,158.588776,6.402041e+21,1843.462,Invalid KeyLink,1098230000000.0,26.337,111.379,112.772,0.77471572,Invalid KeyLink,0.765,0.01068879,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_02:24:00_TAI,13320,1.789261e+21,98.103,1941609000000.0,0.0,160.505905,6.631911e+21,1956.029,Invalid KeyLink,1113753000000.0,26.212,114.776,116.002,0.80472398,Invalid KeyLink,1.136,0.01149631,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_02:36:00_TAI,13320,1.810185e+21,99.118,1947813000000.0,0.0,159.686401,6.730472e+21,1956.74,Invalid KeyLink,1048794000000.0,26.096,112.491,113.936,0.74694246,Invalid KeyLink,1.197,0.01116618,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_02:48:00_TAI,13320,1.831406e+21,100.048,1969780000000.0,0.0,161.389206,6.828474e+21,1970.774,Invalid KeyLink,859922300000.0,25.998,112.54,113.566,0.60795301,Invalid KeyLink,0.805,0.01443463,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_03:00:00_TAI,13320,1.820697e+21,102.454,2001290000000.0,0.0,160.582001,6.931463e+21,2009.742,Invalid KeyLink,741684000000.0,26.18,113.189,114.419,0.52676886,Invalid KeyLink,1.271,0.01104394,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_03:12:00_TAI,13320,1.833616e+21,97.454,1907912000000.0,0.0,162.539291,6.938353e+21,2005.562,Invalid KeyLink,792028500000.0,26.216,113.668,115.135,0.56078285,Invalid KeyLink,1.19,0.01154562,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_03:24:00_TAI,13320,1.852606e+21,99.367,1958655000000.0,0.0,160.478912,6.995058e+21,1992.881,Invalid KeyLink,744502900000.0,26.091,112.061,113.422,0.51954067,Invalid KeyLink,1.059,0.01220725,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.06.10_03:36:00_TAI,13320,1.86197e+21,103.557,2016909000000.0,0.0,159.657791,7.121576e+21,2026.626,Invalid KeyLink,638180800000.0,26.214,112.78,114.346,0.44482908,Invalid KeyLink,1.247,0.01231322,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
