T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.05.26_00:00:00_TAI,13245,1.722379e+21,44.019,860227000000.0,0.0,32.497204,2.031425e+21,627.672,Invalid KeyLink,326692700000.0,16.442,57.409,58.857,-0.2484128,Invalid KeyLink,0.0,-0.00635456,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_00:12:00_TAI,13245,1.671808e+21,42.474,823225500000.0,0.0,32.401741,1.969712e+21,629.7949,Invalid KeyLink,285780900000.0,16.437,56.764,58.201,-0.22486487,Invalid KeyLink,0.0,-0.00594952,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_00:24:00_TAI,13245,1.670268e+21,42.893,825288100000.0,0.0,30.701178,2.025789e+21,654.6747,Invalid KeyLink,303266500000.0,16.57,57.581,58.861,-0.24117753,Invalid KeyLink,0.0,-0.00670334,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_00:36:00_TAI,13245,1.658996e+21,41.012,790424500000.0,0.0,31.6064,1.984677e+21,646.1028,Invalid KeyLink,383783500000.0,16.477,57.404,58.663,-0.30744535,Invalid KeyLink,0.0,-0.00813932,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_00:48:00_TAI,13245,1.635572e+21,41.702,796895500000.0,0.0,29.883478,1.949192e+21,646.5706,Invalid KeyLink,365411500000.0,16.357,58.295,59.501,-0.29826495,Invalid KeyLink,0.0,-0.00812026,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_01:00:00_TAI,13245,1.637297e+21,39.728,773185300000.0,0.0,31.866085,1.952627e+21,644.5867,Invalid KeyLink,248389100000.0,16.595,56.194,57.403,-0.201763,Invalid KeyLink,0.0,-0.00602676,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_01:12:00_TAI,13245,1.636293e+21,39.432,758371600000.0,0.0,32.305595,1.963426e+21,651.2925,Invalid KeyLink,265681400000.0,16.595,55.371,56.862,-0.21684936,Invalid KeyLink,0.0,-0.00581021,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_01:24:00_TAI,13245,1.613569e+21,38.4,737809100000.0,0.0,33.661118,1.896638e+21,641.2858,Invalid KeyLink,215879600000.0,16.391,56.288,57.859,-0.17959842,Invalid KeyLink,0.0,-0.00466722,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_01:36:00_TAI,13245,1.624542e+21,36.266,697470700000.0,0.0,34.390999,1.912476e+21,635.7921,Invalid KeyLink,345911100000.0,16.649,56.366,57.827,-0.2829408,Invalid KeyLink,0.0,-0.00718774,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_01:48:00_TAI,13245,1.639029e+21,39.19,751468600000.0,0.0,34.780445,1.955118e+21,656.3435,Invalid KeyLink,250895800000.0,16.574,56.541,57.858,-0.20722957,Invalid KeyLink,0.0,-0.00518266,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_02:00:00_TAI,13245,1.688298e+21,40.254,764061800000.0,0.0,36.252567,1.965653e+21,640.1863,Invalid KeyLink,216683400000.0,16.48,55.536,56.859,-0.17362553,Invalid KeyLink,0.0,-0.00409635,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.05.26_02:12:00_TAI,13245,1.611774e+21,39.197,726218900000.0,0.0,33.549191,1.899443e+21,658.1935,Invalid KeyLink,328272900000.0,16.505,55.57,57.186,-0.27985889,Invalid KeyLink,0.0,-0.00615563,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
