T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.07.25_00:00:00_TAI,13506,3.462373e+21,106.268,1924781000000.0,0.0,90.968033,5.259643e+21,879.1212,Invalid KeyLink,931901500000.0,17.504,77.426,78.911,-0.38122353,Invalid KeyLink,0.0,0.00985355,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_00:12:00_TAI,13506,3.53596e+21,111.152,2028290000000.0,0.0,90.670319,5.370988e+21,872.1766,Invalid KeyLink,792503600000.0,17.592,77.541,78.944,-0.31496134,Invalid KeyLink,0.0,0.00877636,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_00:24:00_TAI,13506,3.382594e+21,101.854,1855198000000.0,0.0,89.718246,5.058218e+21,860.1561,Invalid KeyLink,1064827000000.0,17.438,76.206,77.661,-0.44315228,Invalid KeyLink,0.0,0.01129331,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_00:36:00_TAI,13506,3.369327e+21,99.464,1828923000000.0,0.0,86.92775,5.019074e+21,848.5174,Invalid KeyLink,1006503000000.0,17.651,74.568,76.008,-0.41642314,Invalid KeyLink,0.0,0.01052398,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_00:48:00_TAI,13506,3.361667e+21,97.374,1794589000000.0,0.0,87.653938,4.87874e+21,823.1295,Invalid KeyLink,1046080000000.0,17.446,73.748,75.198,-0.43191281,Invalid KeyLink,0.0,0.01057368,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_01:00:00_TAI,13506,3.29739e+21,96.432,1773503000000.0,0.0,83.779686,4.958278e+21,848.1414,Invalid KeyLink,927105400000.0,17.574,72.437,73.847,-0.38808352,Invalid KeyLink,0.0,0.00991821,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_01:12:00_TAI,13506,3.327065e+21,98.804,1842217000000.0,0.0,80.755753,4.961588e+21,836.3578,Invalid KeyLink,886731400000.0,17.545,72.03,73.461,-0.36577183,Invalid KeyLink,0.0,0.00943278,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_01:24:00_TAI,13506,3.340911e+21,97.473,1795650000000.0,0.0,76.263672,4.872097e+21,817.7944,Invalid KeyLink,1119170000000.0,17.421,71.979,73.294,-0.45968381,Invalid KeyLink,0.0,0.01110814,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_01:36:00_TAI,13506,3.309097e+21,98.232,1803219000000.0,0.0,76.041222,4.870005e+21,823.1309,Invalid KeyLink,994003300000.0,17.373,70.968,72.214,-0.41110259,Invalid KeyLink,0.0,0.01077781,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_01:48:00_TAI,13506,3.239064e+21,91.905,1680921000000.0,0.0,77.060951,4.703232e+21,819.4057,Invalid KeyLink,859394100000.0,17.314,71.682,72.999,-0.36635825,Invalid KeyLink,0.0,0.01039084,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_02:00:00_TAI,13506,3.222083e+21,94.028,1729262000000.0,0.0,74.14476,4.687016e+21,811.8843,Invalid KeyLink,983697300000.0,17.457,70.182,71.359,-0.41692543,Invalid KeyLink,0.0,0.01135517,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_02:12:00_TAI,13506,3.238211e+21,87.513,1640442000000.0,0.0,74.587059,4.635263e+21,796.1433,Invalid KeyLink,1024187000000.0,17.403,70.185,71.59,-0.43041122,Invalid KeyLink,0.0,0.01134492,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_02:24:00_TAI,13506,3.171762e+21,86.38,1613639000000.0,0.0,73.084061,4.433512e+21,781.6382,Invalid KeyLink,1129701000000.0,17.384,68.233,69.574,-0.48730099,Invalid KeyLink,0.0,0.01201462,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_02:36:00_TAI,13506,3.17767e+21,85.738,1619949000000.0,0.0,72.940651,4.441522e+21,781.0386,Invalid KeyLink,867050000000.0,17.412,68.773,70.162,-0.37303507,Invalid KeyLink,0.0,0.00939684,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_05:00:00_TAI,13506,2.628997e+21,81.276,1395041000000.0,0.0,51.799835,3.968582e+21,903.0795,Invalid KeyLink,1272122000000.0,16.685,71.591,72.172,-0.70806849,Invalid KeyLink,0.0,0.01743616,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_05:12:00_TAI,13506,2.550208e+21,79.165,1369050000000.0,0.0,46.897614,3.786446e+21,878.0854,Invalid KeyLink,1284953000000.0,16.948,70.624,70.941,-0.7288571,Invalid KeyLink,0.0,0.01811175,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.07.25_05:24:00_TAI,13506,2.539846e+21,78.95,1375365000000.0,0.0,41.15826,3.967218e+21,919.4408,Invalid KeyLink,1183333000000.0,17.119,70.749,70.901,-0.67079419,Invalid KeyLink,0.0,0.01746079,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
