T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.08.14_00:00:00_TAI,11644,1.351047e+22,501.241,10022170000000.0,4.625,502.36499,7.79131e+22,2664.647,Invalid KeyLink,5447429000000.0,28.286,65.445,85.028,0.07990926,Invalid KeyLink,12.695,-0.02273824,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_00:12:00_TAI,11644,1.322016e+22,495.217,10004220000000.0,4.814,494.276245,7.327641e+22,2563.234,Invalid KeyLink,4569881000000.0,27.884,64.271,82.858,0.05917777,Invalid KeyLink,13.351,-0.02074398,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_00:24:00_TAI,11644,1.287667e+22,462.165,8891056000000.0,4.719,492.042572,7.024606e+22,2582.606,Invalid KeyLink,4823593000000.0,27.559,61.464,77.536,0.11116596,Invalid KeyLink,11.87,-0.02074109,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_00:36:00_TAI,11644,1.242245e+22,441.85,9176694000000.0,4.851,472.075043,7.582369e+22,2825.049,Invalid KeyLink,4990756000000.0,28.184,63.98,85.296,0.11324953,Invalid KeyLink,13.82,-0.0213709,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_00:48:00_TAI,11644,1.213506e+22,462.492,8909754000000.0,5.001,488.966553,6.940798e+22,2694.123,Invalid KeyLink,4489862000000.0,27.601,62.682,81.815,0.10860325,Invalid KeyLink,12.593,-0.02485319,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_01:00:00_TAI,11644,1.164757e+22,448.261,8439192000000.0,5.24,462.553528,6.791315e+22,2798.232,Invalid KeyLink,4826698000000.0,28.129,62.975,81.471,0.09865843,Invalid KeyLink,12.449,-0.02445397,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_01:12:00_TAI,11644,1.140961e+22,445.236,8165537000000.0,5.043,459.921753,6.515476e+22,2761.182,Invalid KeyLink,5461740000000.0,27.226,62.79,81.675,0.05883134,Invalid KeyLink,11.971,-0.02888487,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_01:24:00_TAI,11644,1.081878e+22,395.868,7471181000000.0,5.025,433.053131,6.493718e+22,2917.124,Invalid KeyLink,4334177000000.0,27.717,65.629,85.136,0.0693045,Invalid KeyLink,12.785,-0.02068659,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_01:36:00_TAI,11644,1.082666e+22,380.73,7200656000000.0,5.061,408.769379,6.159932e+22,2741.017,Invalid KeyLink,3555567000000.0,28.023,59.597,74.459,0.07076726,Invalid KeyLink,11.665,-0.01959627,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_01:48:00_TAI,11644,1.038304e+22,407.727,6816920000000.0,4.862,417.341156,5.143542e+22,2430.663,Invalid KeyLink,1010891000000.0,27.303,57.181,67.952,-0.07865012,Invalid KeyLink,9.47,-0.00625772,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_02:00:00_TAI,11644,9.736067e+21,381.398,6758917000000.0,5.056,390.11673,5.789097e+22,2864.822,Invalid KeyLink,832594300000.0,28.682,64.193,80.784,-0.05909047,Invalid KeyLink,12.158,0.00012861,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.08.14_02:12:00_TAI,11644,9.253399e+21,365.462,6845389000000.0,4.661,383.978302,5.767876e+22,3025.309,Invalid KeyLink,3273293000000.0,29.08,64.248,83.384,0.18974592,Invalid KeyLink,12.928,-0.02388002,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
