T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.09.28_00:00:00_TAI,11907,9.918019e+21,402.449,7210929000000.0,3.715,192.071045,5.00856e+22,2465.437,Invalid KeyLink,2482316000000.0,33.701,57.796,61.855,-0.26747814,Invalid KeyLink,11.224,0.01062881,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_00:12:00_TAI,11907,9.898303e+21,432.873,8183231000000.0,3.658,194.279953,5.140701e+22,2541.949,Invalid KeyLink,1864464000000.0,32.422,66.89,76.27,-0.23181248,Invalid KeyLink,11.945,-0.0014951,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_00:24:00_TAI,11907,9.782969e+21,411.525,7666081000000.0,3.667,176.536987,4.965881e+22,2485.042,Invalid KeyLink,1520195000000.0,32.788,63.523,72.484,-0.19127868,Invalid KeyLink,11.803,-0.00155896,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_00:36:00_TAI,11907,9.846518e+21,407.101,7825800000000.0,3.614,176.505325,5.110359e+22,2487.416,Invalid KeyLink,1632100000000.0,33.284,61.486,70.53,-0.19974019,Invalid KeyLink,13.639,-0.00357983,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_00:48:00_TAI,11907,9.679211e+21,405.21,7659709000000.0,3.648,177.069427,5.004323e+22,2533.067,Invalid KeyLink,1063821000000.0,32.737,65.372,75.766,-0.13538891,Invalid KeyLink,12.645,-0.00468998,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_01:00:00_TAI,11907,1.004907e+22,430.504,8298566000000.0,3.503,176.406128,5.326385e+22,2501.371,Invalid KeyLink,1449096000000.0,33.255,62.406,71.979,-0.17109899,Invalid KeyLink,12.299,-0.00110239,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_01:12:00_TAI,11907,9.683472e+21,411.954,7927261000000.0,3.504,179.208328,5.316225e+22,2688.233,Invalid KeyLink,1317402000000.0,32.675,67.091,79.142,-0.06659903,Invalid KeyLink,12.497,-0.00519045,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_01:24:00_TAI,11907,9.783353e+21,417.702,8067917000000.0,3.55,167.678665,5.444669e+22,2685.904,Invalid KeyLink,1587505000000.0,32.897,65.765,77.815,-0.19688937,Invalid KeyLink,13.24,-0.00130519,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_01:36:00_TAI,11907,9.796122e+21,425.018,8090448000000.0,3.511,171.772552,5.278231e+22,2631.556,Invalid KeyLink,1640973000000.0,32.622,65.032,75.46,-0.20568644,Invalid KeyLink,12.673,0.00126671,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_01:48:00_TAI,11907,9.765888e+21,439.522,8667143000000.0,3.487,161.706039,5.810432e+22,2877.839,Invalid KeyLink,1546033000000.0,32.994,66.253,80.184,-0.19250807,Invalid KeyLink,13.221,-0.00606615,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_02:00:00_TAI,11907,9.877383e+21,411.681,8023035000000.0,3.466,151.981369,5.077274e+22,2476.115,Invalid KeyLink,1460693000000.0,32.581,64.007,73.617,-0.17908674,Invalid KeyLink,12.688,-0.00157839,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_02:12:00_TAI,11907,9.722436e+21,404.03,7822057000000.0,3.985,150.897003,5.340222e+22,2665.639,Invalid KeyLink,2026956000000.0,32.717,65.074,74.613,-0.25435662,Invalid KeyLink,13.238,0.00164137,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_02:24:00_TAI,11907,9.668059e+21,390.454,7715996000000.0,3.993,148.185181,5.225384e+22,2625.547,Invalid KeyLink,1547740000000.0,33.241,66.723,76.156,-0.19550094,Invalid KeyLink,13.926,0.00413659,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_02:36:00_TAI,11907,9.758916e+21,406.503,7787424000000.0,4.204,145.537277,5.504384e+22,2731.108,Invalid KeyLink,1470433000000.0,32.578,65.525,76.8,-0.15849262,Invalid KeyLink,12.105,-0.00352172,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_02:48:00_TAI,11907,9.470914e+21,390.308,7583079000000.0,4.069,136.581512,5.204707e+22,2692.598,Invalid KeyLink,926807500000.0,32.991,64.698,75.83,-0.12053134,Invalid KeyLink,13.239,0.00256683,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_03:00:00_TAI,11907,9.528481e+21,398.319,7551463000000.0,4.456,127.370003,5.458174e+22,2812.711,Invalid KeyLink,1590888000000.0,32.665,63.135,73.116,-0.15807119,Invalid KeyLink,12.12,0.0068033,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_03:12:00_TAI,11907,9.573068e+21,408.573,8260750000000.0,4.434,127.128113,4.997045e+22,2543.059,Invalid KeyLink,5154567000000.0,32.622,67.535,76.378,-0.41009203,Invalid KeyLink,13.037,0.01984431,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_03:24:00_TAI,11907,9.549045e+21,384.791,7370815000000.0,4.517,123.565231,5.087219e+22,2572.088,Invalid KeyLink,1691664000000.0,33.058,63.297,71.543,-0.21499868,Invalid KeyLink,13.913,0.00750692,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.09.28_03:36:00_TAI,11907,9.348254e+21,380.866,7145840000000.0,4.517,127.39669,5.043147e+22,2636.184,Invalid KeyLink,1948602000000.0,33.475,63.886,71.546,-0.25519153,Invalid KeyLink,12.787,0.00858123,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
