T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.02.16_00:00:00_TAI,10779,8.37035e+22,4017.037,76365560000000.0,4.29,2000.084717,9.40051e+23,5447.108,Invalid KeyLink,13997350000000.0,32.378,66.199,77.746,-0.02376002,Invalid KeyLink,14.89,0.006027,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_00:12:00_TAI,10779,8.266354e+22,3905.438,74675090000000.0,4.225,2004.28479,9.306532e+23,5448.967,Invalid KeyLink,14387540000000.0,32.478,65.66,76.699,-0.03443784,Invalid KeyLink,15.071,0.00598901,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_00:24:00_TAI,10779,8.252943e+22,3846.246,73994730000000.0,4.355,1989.850952,9.122497e+23,5355.539,Invalid KeyLink,8169440000000.0,32.344,65.381,75.327,-0.01817946,Invalid KeyLink,14.798,0.00328423,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_00:36:00_TAI,10779,8.262861e+22,3859.336,73409030000000.0,4.237,2008.069458,8.806319e+23,5191.819,Invalid KeyLink,9852383000000.0,32.086,64.334,74.047,-0.05308615,Invalid KeyLink,14.531,0.00529149,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_00:48:00_TAI,10779,8.209119e+22,3877.43,73881920000000.0,4.242,1993.071899,8.847319e+23,5229.339,Invalid KeyLink,11914840000000.0,32.081,64.465,74.465,-0.00080533,Invalid KeyLink,14.614,0.00597469,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_01:00:00_TAI,10779,8.1163e+22,3845.592,72402990000000.0,4.336,1988.955566,8.863323e+23,5299.156,Invalid KeyLink,14837370000000.0,31.87,65.262,76.743,-0.06408647,Invalid KeyLink,14.36,0.00641512,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_01:12:00_TAI,10779,8.075695e+22,3721.353,72041490000000.0,4.266,2001.491211,9.029423e+23,5388.28,Invalid KeyLink,7836680000000.0,32.143,64.954,76.378,-0.04593626,Invalid KeyLink,14.597,0.00256197,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_01:24:00_TAI,10779,8.062639e+22,3818.583,72108880000000.0,4.371,1991.251587,8.898681e+23,5345.975,Invalid KeyLink,11191410000000.0,32.07,64.654,76.541,-0.03281558,Invalid KeyLink,14.454,0.0048358,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_01:36:00_TAI,10779,8.015118e+22,3761.486,72250510000000.0,4.431,1973.624756,8.97665e+23,5360.866,Invalid KeyLink,11051700000000.0,32.428,65.294,78.004,-0.05946194,Invalid KeyLink,15.148,0.00499892,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_01:48:00_TAI,10779,8.011943e+22,3729.326,71115100000000.0,4.386,1971.182251,8.765057e+23,5264.187,Invalid KeyLink,10390760000000.0,32.14,64.08,75.869,-0.03232002,Invalid KeyLink,14.543,0.005711,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.02.16_02:00:00_TAI,10779,8.056391e+22,3709.371,70421950000000.0,4.452,1984.218994,8.297799e+23,4985.905,Invalid KeyLink,17298830000000.0,31.798,63.364,74.022,-0.04900426,Invalid KeyLink,14.274,0.0105122,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
