T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.12.27_00:00:00_TAI,12435,6.669253e+21,301.466,3907468000000.0,3.667,208.172302,7.071657e+22,6610.634,Invalid KeyLink,1686667000000.0,29.737,74.118,77.338,-0.41166517,Invalid KeyLink,15.196,0.00938908,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_00:12:00_TAI,12435,6.642617e+21,300.448,3871052000000.0,3.744,213.639496,7.116827e+22,6722.968,Invalid KeyLink,1664498000000.0,29.751,73.711,76.803,-0.41052523,Invalid KeyLink,15.481,0.00820489,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_00:24:00_TAI,12435,6.723509e+21,301.001,3910866000000.0,3.739,211.032837,7.144312e+22,6604.758,Invalid KeyLink,1453207000000.0,29.712,73.221,76.39,-0.35074735,Invalid KeyLink,14.745,0.00874178,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_00:36:00_TAI,12435,6.672367e+21,316.983,4071449000000.0,3.738,215.621857,7.230178e+22,6773.959,Invalid KeyLink,1442493000000.0,29.916,74.89,77.836,-0.35283068,Invalid KeyLink,15.615,0.00860862,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_00:48:00_TAI,12435,6.536714e+21,315.077,4007519000000.0,3.763,216.267563,7.176159e+22,6932.968,Invalid KeyLink,1312782000000.0,30.153,74.919,77.988,-0.33110607,Invalid KeyLink,15.82,0.00800194,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_01:00:00_TAI,12435,6.503674e+21,310.073,3877514000000.0,3.762,210.794067,7.088893e+22,6839.884,Invalid KeyLink,1185430000000.0,30.161,74.595,77.616,-0.29859433,Invalid KeyLink,16.043,0.00829725,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_01:12:00_TAI,12435,6.526511e+21,306.574,3860513000000.0,3.695,212.567139,7.07697e+22,6762.522,Invalid KeyLink,1471517000000.0,30.153,73.322,76.461,-0.36707094,Invalid KeyLink,15.495,0.00898945,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_01:24:00_TAI,12435,6.544138e+21,301.252,3794149000000.0,3.693,205.776657,7.070868e+22,6710.703,Invalid KeyLink,1660511000000.0,30.235,72.42,75.442,-0.41138503,Invalid KeyLink,15.742,0.0085792,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_01:36:00_TAI,12435,6.556078e+21,306.056,3849616000000.0,3.723,205.235428,7.040311e+22,6743.753,Invalid KeyLink,1658090000000.0,29.852,73.147,76.138,-0.41458824,Invalid KeyLink,15.952,0.00920977,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_01:48:00_TAI,12435,6.481615e+21,303.926,3804873000000.0,3.725,209.233032,6.956736e+22,6797.731,Invalid KeyLink,1518451000000.0,29.796,73.742,77.042,-0.38729909,Invalid KeyLink,15.676,0.00899133,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_02:00:00_TAI,12435,6.450871e+21,290.519,3667729000000.0,3.682,210.438568,6.935282e+22,6805.914,Invalid KeyLink,1625267000000.0,30.056,73.818,77.432,-0.41631499,Invalid KeyLink,16.395,0.00859917,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_02:12:00_TAI,12435,6.482214e+21,301.768,3772523000000.0,3.706,210.176102,6.969165e+22,6779.965,Invalid KeyLink,1735577000000.0,30.115,72.894,75.648,-0.44071046,Invalid KeyLink,16.021,0.00876682,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_02:24:00_TAI,12435,6.517678e+21,312.378,3859482000000.0,3.677,208.912369,7.009476e+22,6730.483,Invalid KeyLink,1459419000000.0,30.256,72.72,75.782,-0.36575612,Invalid KeyLink,16.526,0.00979967,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_02:36:00_TAI,12435,6.548064e+21,317.329,3890314000000.0,3.674,210.488892,6.887182e+22,6556.207,Invalid KeyLink,1432054000000.0,29.914,71.987,75.934,-0.35486194,Invalid KeyLink,15.777,0.00975944,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_02:48:00_TAI,12435,6.520655e+21,308.345,3741308000000.0,3.708,210.319626,6.820139e+22,6589.013,Invalid KeyLink,1675014000000.0,29.814,71.641,74.894,-0.42235053,Invalid KeyLink,15.858,0.00984195,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_03:00:00_TAI,12435,6.558908e+21,310.694,3846124000000.0,3.712,210.04039,6.816431e+22,6528.471,Invalid KeyLink,1674292000000.0,29.632,71.277,74.465,-0.41850591,Invalid KeyLink,15.492,0.01054094,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_03:12:00_TAI,12435,6.491548e+21,307.606,3765826000000.0,3.771,212.906006,6.7838e+22,6651.192,Invalid KeyLink,1633359000000.0,29.84,71.124,74.561,-0.41793874,Invalid KeyLink,15.469,0.01009073,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_03:24:00_TAI,12435,6.54959e+21,307.662,3856063000000.0,3.738,211.388748,6.862498e+22,6660.701,Invalid KeyLink,1708862000000.0,30.139,72.253,75.573,-0.43285093,Invalid KeyLink,15.842,0.01020691,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_03:36:00_TAI,12435,6.613499e+21,316.849,3940542000000.0,3.665,216.447495,6.923872e+22,6673.819,Invalid KeyLink,1826641000000.0,29.768,73.255,76.464,-0.4594745,Invalid KeyLink,15.387,0.00930773,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_03:48:00_TAI,12435,6.647288e+21,310.635,3907373000000.0,3.769,209.387085,6.982541e+22,6720.044,Invalid KeyLink,1828243000000.0,29.457,74.152,77.067,-0.45916089,Invalid KeyLink,14.916,0.00946843,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_04:00:00_TAI,12435,6.709467e+21,308.426,3927210000000.0,3.766,212.867188,6.973474e+22,6606.613,Invalid KeyLink,1565241000000.0,29.127,74.391,76.945,-0.3869662,Invalid KeyLink,14.545,0.00947357,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_04:12:00_TAI,12435,6.796714e+21,317.356,4009027000000.0,3.77,208.191925,7.154268e+22,6699.504,Invalid KeyLink,1921771000000.0,29.238,73.893,76.406,-0.46960369,Invalid KeyLink,14.439,0.00995861,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_04:24:00_TAI,12435,6.805046e+21,328.377,4052585000000.0,3.711,212.36734,7.228672e+22,6755.736,Invalid KeyLink,1957593000000.0,29.763,72.694,75.152,-0.47739679,Invalid KeyLink,15.49,0.01092355,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_04:36:00_TAI,12435,6.790652e+21,333.514,4125831000000.0,3.732,211.719223,7.141291e+22,6780.958,Invalid KeyLink,1564611000000.0,29.391,75.854,79.09,-0.38766336,Invalid KeyLink,15.158,0.01014275,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_04:48:00_TAI,12435,6.757554e+21,341.778,4180464000000.0,3.757,216.376236,7.005101e+22,6705.761,Invalid KeyLink,2210764000000.0,29.249,74.495,77.328,-0.55220675,Invalid KeyLink,14.353,0.01015709,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_05:00:00_TAI,12435,6.816209e+21,343.03,4265659000000.0,3.884,215.067444,7.103415e+22,6751.806,Invalid KeyLink,1605569000000.0,29.263,76.129,79.804,-0.39819816,Invalid KeyLink,14.428,0.00766619,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_05:12:00_TAI,12435,6.858763e+21,342.265,4268306000000.0,3.87,210.74646,7.013292e+22,6673.724,Invalid KeyLink,1824955000000.0,28.934,77.931,81.503,-0.45311517,Invalid KeyLink,14.015,0.0066191,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_05:24:00_TAI,12435,6.781035e+21,346.233,4346017000000.0,3.864,205.535492,7.138039e+22,6910.326,Invalid KeyLink,1773415000000.0,29.738,78.132,81.975,-0.44795361,Invalid KeyLink,15.544,0.00512139,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_05:36:00_TAI,12435,6.739712e+21,339.813,4229009000000.0,3.846,204.154282,6.967811e+22,6782.15,Invalid KeyLink,2270854000000.0,29.807,76.915,80.262,-0.57670915,Invalid KeyLink,15.072,0.00752562,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_05:48:00_TAI,12435,6.795888e+21,345.154,4316451000000.0,3.876,206.677048,6.874091e+22,6619.902,Invalid KeyLink,2639864000000.0,29.446,77.202,80.031,-0.66329789,Invalid KeyLink,15.091,0.00880057,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_06:00:00_TAI,12435,6.689392e+21,349.973,4389581000000.0,3.822,205.113083,6.842325e+22,6689.41,Invalid KeyLink,2067901000000.0,29.427,77.88,81.727,-0.52747166,Invalid KeyLink,15.009,0.00587575,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_06:12:00_TAI,12435,6.640474e+21,335.57,4104006000000.0,3.815,201.233521,6.791321e+22,6723.346,Invalid KeyLink,2584742000000.0,29.755,76.612,79.463,-0.66761947,Invalid KeyLink,15.343,0.00867313,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_06:24:00_TAI,12435,6.430482e+21,326.945,4038735000000.0,3.814,203.115402,6.623614e+22,6878.355,Invalid KeyLink,1704691000000.0,29.683,78.519,82.697,-0.46186155,Invalid KeyLink,15.391,0.00641117,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_06:36:00_TAI,12435,6.415723e+21,322.518,3941394000000.0,3.851,201.880325,6.611835e+22,6871.811,Invalid KeyLink,1917349000000.0,29.865,78.547,83.158,-0.51990402,Invalid KeyLink,15.293,0.00697406,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.12.27_06:48:00_TAI,12435,6.328365e+21,318.632,3788592000000.0,3.816,202.815353,6.578904e+22,6894.684,Invalid KeyLink,2351067000000.0,30.451,76.592,79.88,-0.64282942,Invalid KeyLink,15.95,0.01020357,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
