T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.09.23_00:00:00_TAI,13768,1.971074e+22,728.306,15460030000000.0,3.726,359.095551,1.18068e+23,2661.786,Invalid KeyLink,5743594000000.0,28.721,67.407,67.956,-0.15349953,Invalid KeyLink,9.796,0.00834314,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_00:12:00_TAI,13768,1.970523e+22,736.487,15478120000000.0,3.744,359.134033,1.177863e+23,2651.228,Invalid KeyLink,5191786000000.0,28.842,67.177,67.88,-0.127517,Invalid KeyLink,9.67,0.00799103,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_00:24:00_TAI,13768,1.973628e+22,739.802,15563780000000.0,3.755,351.825897,1.175914e+23,2637.774,Invalid KeyLink,5551197000000.0,28.843,66.656,67.069,-0.12754026,Invalid KeyLink,9.646,0.00889263,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_00:36:00_TAI,13768,1.959611e+22,723.392,15289180000000.0,3.767,355.122559,1.183502e+23,2677.77,Invalid KeyLink,5732182000000.0,28.975,66.502,66.797,-0.15891765,Invalid KeyLink,9.82,0.00897591,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_00:48:00_TAI,13768,1.953764e+22,725.291,15292720000000.0,3.753,356.843201,1.169886e+23,2669.581,Invalid KeyLink,5425279000000.0,28.802,66.848,67.098,-0.10470438,Invalid KeyLink,9.819,0.00861419,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_01:00:00_TAI,13768,1.94804e+22,718.377,15308400000000.0,3.758,345.180115,1.164296e+23,2647.998,Invalid KeyLink,6312553000000.0,28.942,66.308,67.171,-0.09141653,Invalid KeyLink,9.448,0.00985875,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_01:12:00_TAI,13768,1.939251e+22,720.999,15205400000000.0,3.774,339.221527,1.157542e+23,2651.297,Invalid KeyLink,5625957000000.0,28.96,66.076,66.757,-0.07695311,Invalid KeyLink,9.652,0.0094033,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_01:24:00_TAI,13768,1.943199e+22,725.515,15280210000000.0,3.752,340.600861,1.161784e+23,2664.094,Invalid KeyLink,5532380000000.0,28.839,65.975,66.518,-0.08560723,Invalid KeyLink,9.788,0.00944005,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_01:36:00_TAI,13768,1.937037e+22,723.656,15354490000000.0,3.777,344.774536,1.155505e+23,2666.503,Invalid KeyLink,5929789000000.0,28.907,66.549,66.853,-0.07276183,Invalid KeyLink,9.666,0.00961284,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_01:48:00_TAI,13768,1.915301e+22,722.574,15096000000000.0,3.776,334.40448,1.149151e+23,2696.044,Invalid KeyLink,5836661000000.0,28.913,66.218,66.651,-0.09321318,Invalid KeyLink,9.815,0.00967895,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_02:00:00_TAI,13768,1.897717e+22,717.094,14902470000000.0,3.774,330.635529,1.153258e+23,2732.241,Invalid KeyLink,5918794000000.0,29.087,66.282,66.871,-0.08742127,Invalid KeyLink,10.021,0.01010733,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_02:12:00_TAI,13768,1.902202e+22,714.515,14825650000000.0,3.78,332.065582,1.151277e+23,2724.547,Invalid KeyLink,5702772000000.0,28.805,66.225,66.759,-0.10562542,Invalid KeyLink,9.686,0.00949754,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_02:24:00_TAI,13768,1.896412e+22,714.457,14884210000000.0,3.7,333.115112,1.154919e+23,2752.634,Invalid KeyLink,5895629000000.0,28.65,66.843,67.559,-0.10001076,Invalid KeyLink,9.705,0.0097827,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.09.23_02:36:00_TAI,13768,1.88748e+22,721.697,14820060000000.0,3.657,319.055878,1.142763e+23,2751.969,Invalid KeyLink,6035149000000.0,28.442,67.115,67.534,-0.08906037,Invalid KeyLink,9.575,0.009592,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
