T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2024.04.01_00:00:00_TAI,10990,2.071609e+22,1188.139,18164910000000.0,4.279,511.535187,2.733053e+23,6906.809,Invalid KeyLink,2306814000000.0,40.522,67.514,72.799,-0.14742036,Invalid KeyLink,23.809,-0.00235887,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_00:12:00_TAI,10990,2.054327e+22,1222.054,18920200000000.0,4.316,507.627045,2.77575e+23,7082.216,Invalid KeyLink,3166049000000.0,40.915,68.57,74.835,-0.20427251,Invalid KeyLink,24.258,-0.00351481,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_00:24:00_TAI,10990,2.026296e+22,1210.288,18618500000000.0,4.275,501.647064,2.806535e+23,7218.241,Invalid KeyLink,1909581000000.0,41.505,68.512,74.468,-0.12419101,Invalid KeyLink,25.423,-0.0022997,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_00:36:00_TAI,10990,2.025773e+22,1207.684,18311340000000.0,4.316,504.169098,2.795997e+23,7197.53,Invalid KeyLink,2307851000000.0,41.631,67.444,73.254,-0.15022202,Invalid KeyLink,25.343,-0.00116821,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_00:48:00_TAI,10990,2.01165e+22,1225.413,18410580000000.0,4.298,507.195953,2.810508e+23,7309.854,Invalid KeyLink,2851754000000.0,41.707,67.886,73.784,-0.18754384,Invalid KeyLink,25.813,-0.00123122,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_01:00:00_TAI,10990,2.002581e+22,1221.965,18356910000000.0,4.323,505.726776,2.865415e+23,7460.394,Invalid KeyLink,3336519000000.0,41.614,66.779,72.492,-0.21964546,Invalid KeyLink,25.981,-0.00348351,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_01:12:00_TAI,10990,2.007405e+22,1233.266,19030970000000.0,4.266,501.761749,2.886981e+23,7419.567,Invalid KeyLink,1576936000000.0,41.767,68.282,75.289,-0.10246859,Invalid KeyLink,26.656,-0.00360306,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_01:24:00_TAI,10990,1.998964e+22,1207.596,18601350000000.0,4.315,507.10675,2.87922e+23,7412.016,Invalid KeyLink,2788285000000.0,42.032,68.23,75.367,-0.18148002,Invalid KeyLink,26.547,-0.00195973,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_01:36:00_TAI,10990,2.0277e+22,1213.284,18661160000000.0,4.284,499.529022,2.878696e+23,7257.578,Invalid KeyLink,780049200000.0,42.19,66.994,73.722,-0.04972052,Invalid KeyLink,26.457,-0.00074806,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_01:48:00_TAI,10990,2.007911e+22,1179.698,18342920000000.0,4.248,506.85788,2.932051e+23,7450.214,Invalid KeyLink,1949442000000.0,42.835,66.296,73.733,-0.12523143,Invalid KeyLink,27.614,-0.00114561,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_02:00:00_TAI,10990,2.001808e+22,1195.398,18382940000000.0,4.248,503.061554,2.942755e+23,7593.751,Invalid KeyLink,1998636000000.0,42.632,67.302,75.254,-0.13038564,Invalid KeyLink,26.775,0.0011698,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_02:12:00_TAI,10990,2.019686e+22,1218.039,17898680000000.0,4.237,496.187805,2.864104e+23,7360.521,Invalid KeyLink,2697036000000.0,42.281,64.645,69.544,-0.17522198,Invalid KeyLink,25.98,0.00151272,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2024.04.01_02:24:00_TAI,10990,1.993184e+22,1206.446,17852120000000.0,4.256,510.817688,2.855041e+23,7445.222,Invalid KeyLink,1640562000000.0,42.488,64.791,69.926,-0.10815045,Invalid KeyLink,27.366,6.23e-05,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
