T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2026.02.05_00:00:00_TAI,14337,7.064451e+21,367.038,7922248000000.0,0.0,218.405945,3.729959e+22,2366.342,Invalid KeyLink,635201000000.0,32.8,94.696,95.117,0.1046927,Invalid KeyLink,9.394,-0.00578351,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_00:12:00_TAI,14337,7.145855e+21,360.072,7864479000000.0,2.273,216.479309,3.774282e+22,2358.298,Invalid KeyLink,702119600000.0,32.763,93.922,94.462,0.11397087,Invalid KeyLink,9.617,-0.00544175,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_00:24:00_TAI,14337,7.152138e+21,363.59,7970813000000.0,2.735,216.776733,3.760851e+22,2358.714,Invalid KeyLink,251209000000.0,32.826,94.594,95.077,0.04092879,Invalid KeyLink,9.862,-0.00596897,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_00:36:00_TAI,14337,7.192935e+21,367.433,8023927000000.0,2.983,216.804077,3.78134e+22,2355.477,Invalid KeyLink,591037800000.0,32.846,95.052,95.938,0.09563994,Invalid KeyLink,9.646,-0.00568938,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_00:48:00_TAI,14337,7.275992e+21,370.355,8196512000000.0,2.998,219.792999,3.826603e+22,2337.836,Invalid KeyLink,581782200000.0,33.06,94.421,95.322,0.02870429,Invalid KeyLink,9.42,-0.00608424,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_01:00:00_TAI,14337,7.303434e+21,371.615,8237776000000.0,2.833,224.444626,3.902293e+22,2360.9,Invalid KeyLink,560138700000.0,33.494,93.864,95.071,0.08802709,Invalid KeyLink,10.027,-0.00572675,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_01:12:00_TAI,14337,7.29156e+21,369.978,8163064000000.0,2.745,223.565414,3.866423e+22,2364.274,Invalid KeyLink,605488700000.0,33.398,94.117,95.158,0.09617088,Invalid KeyLink,9.956,-0.00483652,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_01:24:00_TAI,14337,7.350532e+21,371.119,8171300000000.0,3.256,223.692062,3.809241e+22,2319.325,Invalid KeyLink,471570300000.0,32.949,95.463,96.308,0.074577,Invalid KeyLink,9.032,-0.00454247,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_01:36:00_TAI,14337,7.329422e+21,376.527,8198490000000.0,3.22,225.189148,3.782591e+22,2339.418,Invalid KeyLink,479602700000.0,32.602,96.812,97.675,0.07704094,Invalid KeyLink,8.772,-0.00382298,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.02.05_01:48:00_TAI,14337,7.307814e+21,375.512,8174068000000.0,3.049,222.862167,3.907505e+22,2402.271,Invalid KeyLink,134639100000.0,33.376,95.329,96.529,0.02149815,Invalid KeyLink,9.985,-0.00370349,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
