T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.08.24_00:00:00_TAI,13641,1.015977e+21,36.108,843312700000.0,0.0,18.729303,2.309395e+21,1008.083,Invalid KeyLink,311370000000.0,24.318,76.039,75.488,0.33570799,Invalid KeyLink,0.0,-0.01455376,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_00:12:00_TAI,13641,1.003311e+21,36.567,845419900000.0,0.0,18.451899,2.310391e+21,1013.807,Invalid KeyLink,339653600000.0,24.344,75.908,75.027,0.36811429,Invalid KeyLink,0.0,-0.01552917,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_00:24:00_TAI,13641,9.954265e+20,33.49,785282600000.0,0.0,17.797907,2.245052e+21,982.2744,Invalid KeyLink,308049600000.0,24.155,73.006,72.745,0.33288416,Invalid KeyLink,0.0,-0.01344145,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_00:36:00_TAI,13641,9.679717e+20,32.385,756357600000.0,0.0,17.092363,2.156219e+21,981.6229,Invalid KeyLink,376040100000.0,24.047,74.346,73.837,0.42280641,Invalid KeyLink,0.0,-0.01544501,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_00:48:00_TAI,13641,9.293668e+20,32.164,748898700000.0,0.0,14.957116,2.047286e+21,961.0844,Invalid KeyLink,225219300000.0,23.887,71.645,70.981,0.26111615,Invalid KeyLink,0.0,-0.01298542,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_01:00:00_TAI,13641,8.806864e+20,31.071,735461600000.0,0.0,13.848193,1.841531e+21,902.1787,Invalid KeyLink,195861300000.0,23.889,70.645,70.14,0.23697191,Invalid KeyLink,0.065,-0.01207174,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_01:12:00_TAI,13641,9.302443e+20,31.387,756461300000.0,0.0,14.369245,1.938031e+21,875.9375,Invalid KeyLink,411046100000.0,23.867,67.126,66.477,0.45880395,Invalid KeyLink,0.0,-0.01605707,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_01:24:00_TAI,13641,8.869367e+20,29.681,690219800000.0,0.0,15.18548,1.879197e+21,907.058,Invalid KeyLink,330194700000.0,24.069,65.931,65.495,0.39359242,Invalid KeyLink,0.0,-0.01687681,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_01:36:00_TAI,13641,8.478735e+20,28.525,676939400000.0,0.0,15.142326,1.766818e+21,892.2806,Invalid KeyLink,270674200000.0,23.95,65.822,65.678,0.33756712,Invalid KeyLink,0.067,-0.01611701,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_01:48:00_TAI,13641,8.543951e+20,26.474,646789100000.0,0.0,14.529544,1.781332e+21,874.964,Invalid KeyLink,279164600000.0,24.487,65.085,64.772,0.33860955,Invalid KeyLink,0.0,-0.01546891,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_02:00:00_TAI,13641,8.302781e+20,25.333,616936400000.0,0.0,15.173505,1.643984e+21,855.4927,Invalid KeyLink,207405200000.0,23.954,67.264,66.892,0.2665152,Invalid KeyLink,0.0,-0.01507772,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_02:12:00_TAI,13641,8.371054e+20,25.588,624162900000.0,0.0,14.366761,1.704004e+21,879.4327,Invalid KeyLink,302894600000.0,24.369,66.204,66.069,0.3860091,Invalid KeyLink,0.0,-0.01732155,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.08.24_02:24:00_TAI,13641,8.415692e+20,26.823,629521100000.0,0.0,14.414841,1.777904e+21,916.3165,Invalid KeyLink,195957000000.0,24.454,67.0,66.486,0.24938045,Invalid KeyLink,0.0,-0.01493095,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
