T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.03.27_00:00:00_TAI,12941,9.598342e+21,473.472,8385571000000.0,3.305,383.382111,3.618649e+22,2150.419,Invalid KeyLink,3270724000000.0,23.968,98.646,101.455,-0.16245288,Invalid KeyLink,1.555,0.01573439,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_00:12:00_TAI,12941,9.515258e+21,463.976,8179539000000.0,3.178,390.620178,3.657394e+22,2197.551,Invalid KeyLink,1362169000000.0,24.288,98.324,101.436,-0.20757009,Invalid KeyLink,2.21,0.00965316,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_00:24:00_TAI,12941,9.560077e+21,460.444,8046136000000.0,3.171,384.873779,3.53706e+22,2130.347,Invalid KeyLink,1839896000000.0,23.619,98.815,101.753,-0.09862912,Invalid KeyLink,1.336,0.01128642,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_00:36:00_TAI,12941,9.577899e+21,454.918,7949932000000.0,3.24,383.69342,3.489518e+22,2096.849,Invalid KeyLink,2408932000000.0,23.587,97.931,100.848,-0.10631673,Invalid KeyLink,1.309,0.01180703,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_00:48:00_TAI,12941,9.509854e+21,449.329,7810547000000.0,3.263,382.006317,3.475868e+22,2110.712,Invalid KeyLink,2080270000000.0,23.571,98.66,101.56,-0.04255326,Invalid KeyLink,1.323,0.01055441,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_01:00:00_TAI,12941,9.610961e+21,446.364,7819732000000.0,3.316,379.250519,3.542703e+22,2110.45,Invalid KeyLink,1695105000000.0,23.92,98.314,101.001,-0.04826627,Invalid KeyLink,1.661,0.00866528,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_01:12:00_TAI,12941,9.591272e+21,468.042,8097804000000.0,3.302,381.24884,3.596717e+22,2156.962,Invalid KeyLink,1599355000000.0,23.943,99.371,102.31,-0.06028675,Invalid KeyLink,1.617,0.00974158,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_01:24:00_TAI,12941,9.675646e+21,462.64,8182118000000.0,3.369,381.731995,3.606951e+22,2140.764,Invalid KeyLink,1340716000000.0,24.018,98.884,101.933,-0.10609681,Invalid KeyLink,1.632,0.0082841,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_01:36:00_TAI,12941,9.727794e+21,469.126,8281192000000.0,3.278,382.538696,3.685064e+22,2174.782,Invalid KeyLink,1465522000000.0,24.226,97.997,101.248,-0.18383574,Invalid KeyLink,1.928,0.00914498,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_01:48:00_TAI,12941,9.702431e+21,452.28,7807579000000.0,3.309,381.838379,3.578488e+22,2132.274,Invalid KeyLink,1942394000000.0,23.996,98.035,100.639,-0.18999994,Invalid KeyLink,1.401,0.00983889,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_02:00:00_TAI,12941,9.722777e+21,462.537,8037908000000.0,3.271,379.800629,3.54403e+22,2115.257,Invalid KeyLink,1362244000000.0,23.84,99.366,101.894,-0.20449074,Invalid KeyLink,1.213,0.00878338,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_02:12:00_TAI,12941,9.855837e+21,475.355,8209241000000.0,3.293,381.592621,3.662449e+22,2157.885,Invalid KeyLink,1927680000000.0,24.072,100.126,102.772,-0.16493014,Invalid KeyLink,1.526,0.01000707,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_02:24:00_TAI,12941,9.881473e+21,487.93,8386730000000.0,3.256,385.407806,3.656705e+22,2160.247,Invalid KeyLink,1805231000000.0,23.748,101.134,104.045,-0.18354747,Invalid KeyLink,1.271,0.01022827,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_02:36:00_TAI,12941,9.975403e+21,500.254,8563861000000.0,3.265,398.567047,3.79826e+22,2231.791,Invalid KeyLink,1792724000000.0,24.051,101.614,104.488,0.0103454,Invalid KeyLink,1.334,0.01042957,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_02:48:00_TAI,12941,1.006582e+22,489.704,8424810000000.0,3.233,394.873444,3.82292e+22,2229.406,Invalid KeyLink,954315000000.0,24.125,101.377,104.521,-0.14108954,Invalid KeyLink,1.41,0.00698905,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_03:00:00_TAI,12941,1.026867e+22,504.231,8654297000000.0,3.274,391.547028,3.958686e+22,2267.315,Invalid KeyLink,594620800000.0,24.071,100.947,104.173,-0.08262749,Invalid KeyLink,1.301,0.00727117,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_03:12:00_TAI,12941,1.024433e+22,519.006,8799331000000.0,3.396,387.789307,4.124406e+22,2373.967,Invalid KeyLink,1035032000000.0,24.48,100.669,103.911,-0.15102684,Invalid KeyLink,1.972,0.00746735,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_03:24:00_TAI,12941,1.037267e+22,528.076,8998515000000.0,3.381,385.963531,4.160534e+22,2363.864,Invalid KeyLink,1900074000000.0,24.629,100.731,103.79,-0.27366579,Invalid KeyLink,2.12,0.00624365,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_03:36:00_TAI,12941,1.035574e+22,538.559,8996253000000.0,3.359,381.459198,4.281212e+22,2461.025,Invalid KeyLink,2254058000000.0,24.594,102.294,105.767,-0.32845876,Invalid KeyLink,2.031,0.00746132,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.03.27_03:48:00_TAI,12941,1.048061e+22,556.635,9315766000000.0,3.459,387.097351,4.45533e+22,2530.019,Invalid KeyLink,1935133000000.0,24.826,103.189,106.903,-0.27855536,Invalid KeyLink,2.285,0.00834805,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
