T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2026.03.07_00:00:00_TAI,14438,1.194239e+22,662.886,15992930000000.0,0.0,766.396423,4.332642e+22,1526.422,Invalid KeyLink,4217627000000.0,27.931,106.264,106.248,0.38111058,Invalid KeyLink,2.976,-0.00497054,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_00:12:00_TAI,14438,1.188144e+22,659.911,15913380000000.0,0.0,753.687622,4.290789e+22,1516.218,Invalid KeyLink,3719526000000.0,27.958,105.583,105.673,0.33710086,Invalid KeyLink,2.83,-0.00464182,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_00:24:00_TAI,14438,1.183745e+22,658.912,15841880000000.0,0.0,751.688965,4.242051e+22,1510.479,Invalid KeyLink,3921566000000.0,27.846,106.525,106.567,0.35812366,Invalid KeyLink,2.833,-0.00530887,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_00:36:00_TAI,14438,1.184746e+22,652.122,15649730000000.0,0.0,746.468323,4.236994e+22,1504.481,Invalid KeyLink,4079102000000.0,27.78,106.437,106.387,0.3714624,Invalid KeyLink,3.259,-0.00561819,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_00:48:00_TAI,14438,1.189529e+22,657.259,15829380000000.0,0.0,750.117249,4.268656e+22,1506.7,Invalid KeyLink,3891666000000.0,27.779,105.494,105.32,0.35227308,Invalid KeyLink,2.869,-0.00498575,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_01:00:00_TAI,14438,1.207489e+22,671.022,16196220000000.0,0.0,750.968689,4.316532e+22,1497.831,Invalid KeyLink,4069853000000.0,27.701,105.156,104.908,0.36216095,Invalid KeyLink,3.014,-0.00806958,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_01:12:00_TAI,14438,1.199515e+22,658.4,15929400000000.0,0.0,754.049561,4.307076e+22,1504.603,Invalid KeyLink,3302135000000.0,27.77,104.67,104.408,0.29581219,Invalid KeyLink,3.173,-0.00484458,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_01:24:00_TAI,14438,1.198548e+22,662.032,15935960000000.0,0.0,759.707703,4.252389e+22,1491.866,Invalid KeyLink,3396715000000.0,27.737,105.46,105.361,0.3055799,Invalid KeyLink,2.982,-0.00380571,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_01:36:00_TAI,14438,1.211775e+22,671.836,16088230000000.0,0.0,760.051086,4.310487e+22,1500.088,Invalid KeyLink,2948917000000.0,27.757,106.617,106.621,0.26315314,Invalid KeyLink,3.249,-0.00571604,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.03.07_01:48:00_TAI,14438,1.223431e+22,679.89,16412170000000.0,0.0,760.691284,4.345749e+22,1486.46,Invalid KeyLink,3529653000000.0,27.855,105.117,105.052,0.30957305,Invalid KeyLink,3.207,-0.00304292,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
