T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.10.08_00:00:00_TAI,13831,4.519798e+22,1812.0,35189890000000.0,4.027,1388.478394,4.774793e+23,5030.371,Invalid KeyLink,6141733000000.0,35.7,59.774,67.121,-0.16362791,Invalid KeyLink,19.108,0.00010056,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_00:12:00_TAI,13831,4.449738e+22,1791.074,34464040000000.0,4.044,1382.632446,4.776013e+23,5102.402,Invalid KeyLink,5353063000000.0,35.77,59.13,66.041,-0.14461879,Invalid KeyLink,19.266,0.00103763,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_00:24:00_TAI,13831,4.366215e+22,1741.049,34065280000000.0,4.044,1386.084106,4.754532e+23,5138.58,Invalid KeyLink,5659583000000.0,35.927,60.323,68.15,-0.15467682,Invalid KeyLink,19.859,0.00112964,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_00:36:00_TAI,13831,4.281624e+22,1747.79,34663160000000.0,4.052,1375.325928,4.71781e+23,5197.819,Invalid KeyLink,3554252000000.0,35.992,62.732,72.084,-0.09902081,Invalid KeyLink,20.639,0.00059602,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_00:48:00_TAI,13831,4.312071e+22,1731.771,33890420000000.0,4.015,1367.851318,4.652936e+23,5117.06,Invalid KeyLink,5300670000000.0,35.848,60.441,68.132,-0.14740553,Invalid KeyLink,19.72,0.00071137,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_01:00:00_TAI,13831,4.226763e+22,1686.579,32718730000000.0,4.032,1371.627075,4.655314e+23,5212.863,Invalid KeyLink,5327863000000.0,36.17,60.047,68.278,-0.15085587,Invalid KeyLink,20.046,-0.00049697,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_01:12:00_TAI,13831,4.183989e+22,2011.797,36315850000000.0,4.048,1362.072388,4.980341e+23,5661.003,Invalid KeyLink,8635107000000.0,35.967,62.198,74.089,-0.15401918,Invalid KeyLink,19.283,-0.00351383,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_01:24:00_TAI,13831,4.12883e+22,1681.234,32679420000000.0,4.046,1363.309204,4.64619e+23,5300.547,Invalid KeyLink,5279982000000.0,36.306,61.389,70.527,-0.15230779,Invalid KeyLink,20.804,5.593e-05,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_01:36:00_TAI,13831,4.102773e+22,1668.867,32606470000000.0,4.074,1375.443237,4.655565e+23,5328.278,Invalid KeyLink,5033482000000.0,36.562,61.669,70.916,-0.14566027,Invalid KeyLink,20.744,0.00159351,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_01:48:00_TAI,13831,4.074571e+22,1631.537,31375970000000.0,4.064,1377.386597,4.618072e+23,5383.392,Invalid KeyLink,2811171000000.0,36.355,61.007,69.888,-0.08285775,Invalid KeyLink,20.618,0.00018747,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_02:00:00_TAI,13831,4.046598e+22,1623.405,31278270000000.0,4.091,1380.688232,4.538511e+23,5330.005,Invalid KeyLink,4145732000000.0,36.144,61.192,70.341,-0.12310009,Invalid KeyLink,20.564,0.00040416,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_02:12:00_TAI,13831,4.01486e+22,2006.784,35651530000000.0,4.059,1368.016968,4.838902e+23,5764.417,Invalid KeyLink,7392973000000.0,35.918,64.61,77.266,-0.14584798,Invalid KeyLink,20.355,-0.00279323,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_02:24:00_TAI,13831,3.961797e+22,1637.734,31409780000000.0,4.052,1358.257568,4.505867e+23,5438.146,Invalid KeyLink,3218019000000.0,36.251,62.389,72.543,-0.09819504,Invalid KeyLink,21.079,0.00109632,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_02:36:00_TAI,13831,3.920896e+22,1640.503,31421920000000.0,4.093,1364.817993,4.532356e+23,5526.989,Invalid KeyLink,3741473000000.0,36.592,62.711,72.512,-0.11535294,Invalid KeyLink,21.698,0.00012705,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_02:48:00_TAI,13831,3.887741e+22,1626.152,31070900000000.0,4.108,1365.083008,4.517772e+23,5584.725,Invalid KeyLink,2500621000000.0,36.489,63.58,74.113,-0.07815199,Invalid KeyLink,21.619,-0.00033335,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_03:00:00_TAI,13831,3.861181e+22,1596.157,30254160000000.0,4.121,1346.049316,4.443279e+23,5545.807,Invalid KeyLink,2511330000000.0,36.364,62.711,72.445,-0.07924525,Invalid KeyLink,21.499,0.00099576,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_03:12:00_TAI,13831,3.813699e+22,1610.746,30318410000000.0,4.267,1328.255737,4.458532e+23,5631.875,Invalid KeyLink,2637042000000.0,36.844,62.246,71.71,-0.08421318,Invalid KeyLink,21.692,0.00200969,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_03:24:00_TAI,13831,3.694496e+22,1603.723,30273280000000.0,4.207,1314.018921,4.466881e+23,5867.529,Invalid KeyLink,3878489000000.0,36.635,64.5,76.365,-0.12879814,Invalid KeyLink,22.436,-0.00136144,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_03:36:00_TAI,13831,3.699646e+22,1569.274,28778670000000.0,4.128,1308.551636,4.38779e+23,5785.438,Invalid KeyLink,3885376000000.0,36.832,63.453,73.624,-0.12951316,Invalid KeyLink,21.771,0.00236496,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_03:48:00_TAI,13831,3.660483e+22,1904.355,33056510000000.0,4.165,1322.198975,4.613242e+23,6204.497,Invalid KeyLink,7384501000000.0,36.55,66.98,81.286,-0.18333949,Invalid KeyLink,20.989,-0.00171267,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_04:00:00_TAI,13831,3.595228e+22,1547.963,27346310000000.0,4.115,1277.411499,4.292905e+23,5932.829,Invalid KeyLink,3064444000000.0,36.719,63.164,72.163,-0.10706376,Invalid KeyLink,21.373,0.00135392,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_04:12:00_TAI,13831,3.566743e+22,1521.475,27617650000000.0,4.129,1297.054565,4.31955e+23,5975.245,Invalid KeyLink,1613299000000.0,36.974,63.472,72.135,-0.05641671,Invalid KeyLink,21.523,0.00173475,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_04:24:00_TAI,13831,3.520954e+22,1497.258,27253900000000.0,4.163,1279.067017,4.330896e+23,6093.594,Invalid KeyLink,3975186000000.0,37.239,63.755,73.052,-0.14139205,Invalid KeyLink,22.225,0.00013144,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_04:36:00_TAI,13831,3.463995e+22,1486.0,26862850000000.0,4.179,1263.65918,4.229871e+23,6034.21,Invalid KeyLink,2824267000000.0,37.355,64.647,73.782,-0.10185147,Invalid KeyLink,22.808,0.00173108,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_04:48:00_TAI,13831,3.454682e+22,1671.219,30414980000000.0,4.394,1247.192383,4.46571e+23,6376.087,Invalid KeyLink,8805089000000.0,37.038,64.91,77.463,-0.16296895,Invalid KeyLink,22.143,-0.00101807,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_05:00:00_TAI,13831,3.412914e+22,1710.01,29825030000000.0,4.306,1249.005371,4.484657e+23,6496.389,Invalid KeyLink,7571537000000.0,37.118,67.064,81.107,-0.14663358,Invalid KeyLink,21.95,-0.00259291,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_05:36:00_TAI,13831,3.350729e+22,1411.633,25308890000000.0,4.233,1196.809937,4.152207e+23,6023.267,Invalid KeyLink,3998942000000.0,37.869,62.012,70.516,-0.14664081,Invalid KeyLink,23.141,0.00128106,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_05:48:00_TAI,13831,3.353682e+22,1443.214,25955170000000.0,4.387,1156.333618,4.152807e+23,6016.719,Invalid KeyLink,2379036000000.0,37.524,61.707,69.268,-0.0871314,Invalid KeyLink,22.158,0.00260818,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_06:00:00_TAI,13831,3.335784e+22,1428.53,25505080000000.0,4.588,1156.018677,4.164343e+23,6081.645,Invalid KeyLink,2941602000000.0,37.622,61.015,68.879,-0.10859599,Invalid KeyLink,22.735,0.00261651,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_06:12:00_TAI,13831,3.328234e+22,1711.527,28311860000000.0,4.736,1135.818359,4.292558e+23,6359.672,Invalid KeyLink,5510042000000.0,37.373,65.155,77.018,-0.16997814,Invalid KeyLink,21.883,-0.00190971,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_06:24:00_TAI,13831,3.293894e+22,1405.369,24463380000000.0,4.682,1116.376221,4.105792e+23,6042.073,Invalid KeyLink,2131801000000.0,37.993,60.24,67.961,-0.0793034,Invalid KeyLink,22.766,0.00159741,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_06:36:00_TAI,13831,3.271439e+22,1426.521,24992080000000.0,4.285,1103.020752,4.150347e+23,6165.843,Invalid KeyLink,2703373000000.0,38.106,61.494,69.55,-0.10152461,Invalid KeyLink,22.529,0.00238966,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_06:48:00_TAI,13831,3.265348e+22,1446.66,26102250000000.0,4.398,1095.456787,4.176394e+23,6155.474,Invalid KeyLink,1765814000000.0,38.386,62.573,71.4,-0.06579064,Invalid KeyLink,23.488,0.00116328,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_07:00:00_TAI,13831,3.216418e+22,1408.946,24847010000000.0,4.294,1070.601562,4.115789e+23,6237.693,Invalid KeyLink,1780075000000.0,38.471,62.268,70.261,-0.05736285,Invalid KeyLink,23.325,0.00034573,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.10.08_07:12:00_TAI,13831,3.197278e+22,1413.663,24794730000000.0,4.533,1062.483398,4.053774e+23,6199.987,Invalid KeyLink,3448733000000.0,37.988,62.6,71.059,-0.13333824,Invalid KeyLink,22.743,0.0008242,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
