T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2026.01.21_00:00:00_TAI,14280,8.506087e+20,29.701,789886200000.0,0.0,17.76586,1.911151e+21,867.4334,Invalid KeyLink,331879600000.0,23.506,78.653,79.363,0.3927649,Invalid KeyLink,0.844,0.01999382,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_00:12:00_TAI,14280,8.577201e+20,30.361,812941000000.0,0.0,17.535124,1.978837e+21,895.4561,Invalid KeyLink,307814600000.0,23.234,78.659,79.277,0.36317948,Invalid KeyLink,0.3,0.01798682,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_00:24:00_TAI,14280,8.898718e+20,31.284,853659700000.0,0.0,17.774059,2.042904e+21,883.5615,Invalid KeyLink,240975700000.0,23.175,78.985,79.605,0.27173579,Invalid KeyLink,0.46,0.01689418,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_00:36:00_TAI,14280,8.734705e+20,29.759,815698800000.0,0.0,16.903879,1.987627e+21,873.1955,Invalid KeyLink,332060500000.0,23.237,76.217,77.097,0.38033423,Invalid KeyLink,0.117,0.01865448,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_00:48:00_TAI,14280,8.582035e+20,29.858,809584700000.0,0.0,16.014179,1.986346e+21,899.3946,Invalid KeyLink,213697600000.0,23.396,76.031,76.887,0.25226265,Invalid KeyLink,0.601,0.01530124,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_01:00:00_TAI,14280,8.644405e+20,29.359,808112400000.0,0.0,15.63748,1.93488e+21,861.0753,Invalid KeyLink,226152300000.0,23.09,74.624,75.344,0.26238117,Invalid KeyLink,0.118,0.01379775,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_01:12:00_TAI,14280,8.734811e+20,28.256,771580600000.0,0.0,15.1626,1.940394e+21,864.0402,Invalid KeyLink,276611700000.0,23.071,72.137,73.025,0.32110372,Invalid KeyLink,0.355,0.01375682,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_01:24:00_TAI,14280,8.757689e+20,29.142,786713900000.0,0.0,16.089609,1.972949e+21,884.2886,Invalid KeyLink,256360000000.0,23.147,75.429,76.152,0.29953369,Invalid KeyLink,0.298,0.01030404,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_01:36:00_TAI,14280,8.750429e+20,27.988,757921700000.0,0.0,17.231861,2.014022e+21,891.5537,Invalid KeyLink,242717900000.0,23.458,76.137,76.889,0.28008416,Invalid KeyLink,0.705,0.01235504,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_01:48:00_TAI,14280,8.547128e+20,29.597,796306000000.0,0.0,16.686806,1.989568e+21,915.1612,Invalid KeyLink,327596000000.0,23.646,75.97,76.566,0.39279634,Invalid KeyLink,0.183,0.01619327,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_02:00:00_TAI,14280,8.660701e+20,30.714,809924600000.0,0.0,17.193823,2.065211e+21,951.1174,Invalid KeyLink,324595600000.0,23.393,78.953,79.715,0.3896628,Invalid KeyLink,0.428,0.01424993,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_02:12:00_TAI,14280,8.69345e+20,29.195,780622400000.0,0.0,15.926093,2.067429e+21,942.9117,Invalid KeyLink,211004600000.0,23.008,78.045,78.507,0.25083917,Invalid KeyLink,0.121,0.00981035,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2026.01.21_02:24:00_TAI,14280,8.586949e+20,28.637,769920700000.0,0.0,15.941447,1.941827e+21,890.4813,Invalid KeyLink,210183800000.0,23.057,74.847,75.441,0.25122532,Invalid KeyLink,0.183,0.01044353,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
