T_REC,HARPNUM,USFLUX,TOTUSJH,TOTUSJZ,R_VALUE,AREA_ACR,TOTPOT,MEANPOT,ABSNJZ,SAVNCPP,MEANGAM,MEANGBT,MEANGBZ,MEANJZD,TOTFZD,SHRGT45,MEANALP,TOTUSHT,EPSX,EPSY,EPSZ
2025.11.07_00:00:00_TAI,13982,6.541387e+21,449.669,10094940000000.0,2.583,393.682465,5.179709e+22,3757.832,Invalid KeyLink,1738284000000.0,35.658,125.023,121.609,0.32420534,Invalid KeyLink,13.971,-0.01039075,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_00:12:00_TAI,13982,6.521202e+21,449.688,9878811000000.0,2.743,395.275208,5.13845e+22,3777.765,Invalid KeyLink,2146532000000.0,35.264,125.24,122.31,0.40569523,Invalid KeyLink,13.552,-0.01267403,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_00:24:00_TAI,13982,6.500711e+21,448.311,9711725000000.0,2.792,395.566162,5.030653e+22,3760.191,Invalid KeyLink,2237482000000.0,34.512,125.901,123.277,0.42992944,Invalid KeyLink,12.488,-0.01051689,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_00:36:00_TAI,13982,6.463751e+21,436.98,9473430000000.0,2.471,391.677216,5.07065e+22,3848.924,Invalid KeyLink,1438709000000.0,34.258,126.78,124.017,0.28073263,Invalid KeyLink,12.198,-0.01178184,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_00:48:00_TAI,13982,6.639472e+21,449.311,9943663000000.0,2.743,384.745331,5.136047e+22,3701.193,Invalid KeyLink,1089155000000.0,34.419,125.193,122.527,0.20176157,Invalid KeyLink,12.815,-0.0112737,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_01:00:00_TAI,13982,6.577515e+21,452.999,10027960000000.0,2.471,389.708191,5.0892e+22,3687.905,Invalid KeyLink,1134791000000.0,34.622,124.222,121.775,0.17595081,Invalid KeyLink,12.819,-0.01216041,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_01:12:00_TAI,13982,6.580565e+21,445.314,9956187000000.0,0.0,385.480499,5.104745e+22,3687.105,Invalid KeyLink,1536016000000.0,34.67,123.678,121.143,0.28518492,Invalid KeyLink,12.902,-0.0116198,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_01:24:00_TAI,13982,6.56696e+21,441.022,10016800000000.0,0.0,383.572235,5.026848e+22,3604.22,Invalid KeyLink,2263362000000.0,34.62,120.853,118.664,0.41713893,Invalid KeyLink,12.598,-0.01486412,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_01:36:00_TAI,13982,6.589586e+21,444.8,10125270000000.0,0.0,384.360382,5.057801e+22,3593.564,Invalid KeyLink,1570868000000.0,34.747,120.867,118.68,0.28688383,Invalid KeyLink,13.116,-0.01035892,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_01:48:00_TAI,13982,6.63661e+21,450.284,10203120000000.0,0.0,379.328003,5.051632e+22,3563.959,Invalid KeyLink,1130816000000.0,34.556,121.155,119.158,0.1733415,Invalid KeyLink,12.78,-0.0119566,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_02:00:00_TAI,13982,6.595913e+21,455.321,10157880000000.0,2.017,378.230072,4.995642e+22,3577.416,Invalid KeyLink,1682922000000.0,34.367,123.077,121.076,0.3097623,Invalid KeyLink,12.515,-0.01194545,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_02:12:00_TAI,13982,6.550682e+21,442.269,9792594000000.0,0.0,380.102417,4.996488e+22,3621.766,Invalid KeyLink,1990158000000.0,34.442,123.36,121.543,0.3707844,Invalid KeyLink,12.899,-0.01059016,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_02:24:00_TAI,13982,6.52088e+21,445.022,9934532000000.0,0.0,375.86554,5.076551e+22,3705.483,Invalid KeyLink,2151581000000.0,34.692,124.894,122.615,0.40364924,Invalid KeyLink,13.387,-0.00920442,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_02:36:00_TAI,13982,6.503922e+21,441.232,9863431000000.0,0.0,374.67218,5.047751e+22,3656.108,Invalid KeyLink,2145401000000.0,34.92,124.438,121.614,0.39938521,Invalid KeyLink,13.544,-0.00884289,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_02:48:00_TAI,13982,6.482952e+21,436.285,9901699000000.0,0.0,372.515167,5.052583e+22,3664.897,Invalid KeyLink,2130502000000.0,35.01,124.282,121.305,0.3971777,Invalid KeyLink,13.505,-0.00899712,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_03:00:00_TAI,13982,6.479347e+21,442.918,9906687000000.0,0.0,371.673004,5.051261e+22,3691.677,Invalid KeyLink,1567753000000.0,34.838,124.837,121.885,0.29447499,Invalid KeyLink,13.491,-0.00893216,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_03:12:00_TAI,13982,6.464501e+21,435.778,9804730000000.0,0.0,368.128784,5.005131e+22,3666.502,Invalid KeyLink,2272470000000.0,34.723,124.76,121.433,0.42783314,Invalid KeyLink,12.725,-0.00898295,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_03:24:00_TAI,13982,6.44176e+21,433.736,9622484000000.0,0.0,371.660797,4.957898e+22,3691.154,Invalid KeyLink,1999702000000.0,34.38,125.19,121.723,0.38261539,Invalid KeyLink,11.855,-0.00847005,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_03:36:00_TAI,13982,6.505608e+21,436.473,9695225000000.0,0.0,372.178894,4.989749e+22,3658.438,Invalid KeyLink,2986647000000.0,34.732,125.342,121.444,0.56276411,Invalid KeyLink,12.493,-0.00975228,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_03:48:00_TAI,13982,6.514459e+21,441.199,9538112000000.0,0.0,378.162445,5.039605e+22,3742.364,Invalid KeyLink,2461764000000.0,34.594,126.651,122.838,0.46980223,Invalid KeyLink,12.13,-0.00929845,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
2025.11.07_04:00:00_TAI,13982,6.475583e+21,440.924,9676087000000.0,0.0,374.270325,5.001688e+22,3764.323,Invalid KeyLink,2969537000000.0,34.772,128.55,124.56,0.57434362,Invalid KeyLink,12.454,-0.006843,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink,Invalid KeyLink
